     atm_u           atm_v           atm_T           atm_q     
-2.03325000E+00  -1.65538000E-01   2.89000000E+02   9.64774000E-03
-2.23229000E+00   1.69191000E-01   2.88960000E+02   9.65146000E-03
-2.92742000E+00   1.44377000E-01   2.89240000E+02   9.61168000E-03
-2.87972000E+00   3.15058000E-01   2.88990000E+02   9.63882000E-03
-2.75271000E+00  -6.48002000E-02   2.89445000E+02   9.58685000E-03
-3.00572000E+00  -4.46450000E-01   2.89210000E+02   9.62257000E-03
-2.38222000E+00   3.71172000E-02   2.88988000E+02   9.66335000E-03
-2.57956000E+00   2.56131000E-01   2.88996000E+02   9.65183000E-03
-2.30760000E+00  -3.31666000E-01   2.89116000E+02   9.61808000E-03
-2.33162000E+00   5.60373000E-01   2.88792000E+02   9.68245000E-03
-2.70432000E+00   3.46935000E-01   2.89194000E+02   9.62083000E-03
-3.21274000E+00   7.40718000E-02   2.88987000E+02   9.65526000E-03
-2.13030000E+00  -1.26268000E-01   2.89085000E+02   9.63741000E-03
-2.53876000E+00   1.30756000E-01   2.89071000E+02   9.64580000E-03
-2.36282000E+00   8.21486000E-02   2.89033000E+02   9.65649000E-03
-2.91393000E+00   3.26932000E-01   2.89080000E+02   9.64900000E-03
-2.19487000E+00   2.24892000E-01   2.88809000E+02   9.69536000E-03
-2.63113000E+00  -3.08357000E-01   2.88981000E+02   9.67104000E-03
-2.43958000E+00   4.03432000E-01   2.88982000E+02   9.66733000E-03
-2.36065000E+00  -9.26532000E-02   2.89028000E+02   9.64851000E-03
-1.98705000E+00   1.82678000E-01   2.88905000E+02   9.68454000E-03
-3.00733000E+00  -3.85903000E-01   2.89354000E+02   9.60706000E-03
-2.75721000E+00   3.02399000E-01   2.89065000E+02   9.65474000E-03
-2.83968000E+00  -2.04933000E-02   2.89307000E+02   9.60556000E-03
-2.60438000E+00  -5.99108000E-01   2.88907000E+02   9.68710000E-03
-2.68727000E+00   1.53657000E-02   2.89188000E+02   9.62925000E-03
-2.67171000E+00   5.16842000E-01   2.89138000E+02   9.65428000E-03
-2.86461000E+00   5.21730000E-01   2.88952000E+02   9.68433000E-03
-3.05384000E+00  -4.32288000E-01   2.89072000E+02   9.65897000E-03
-2.83365000E+00   3.72569000E-01   2.89310000E+02   9.61090000E-03
-2.66546000E+00  -2.95411000E-01   2.88920000E+02   9.68788000E-03
-2.72279000E+00   3.95924000E-02   2.89014000E+02   9.66477000E-03
-2.61756000E+00   2.44160000E-02   2.89068000E+02   9.66537000E-03
-2.24465000E+00   6.56899000E-01   2.88994000E+02   9.67121000E-03
-2.48273000E+00   1.97468000E-01   2.89118000E+02   9.66057000E-03
-2.42236000E+00  -3.69329000E-01   2.88985000E+02   9.67425000E-03
-2.61172000E+00  -2.42310000E-01   2.88951000E+02   9.68378000E-03
-1.76819000E+00   1.99700000E-01   2.88984000E+02   9.69932000E-03
-1.27988000E+00   6.44673000E-02   2.88890000E+02   9.73083000E-03
-2.65968000E+00  -2.74299000E-01   2.89214000E+02   9.62947000E-03
-2.00663000E+00   3.64784000E-01   2.88901000E+02   9.71315000E-03
-2.91641000E+00  -9.60326000E-02   2.89163000E+02   9.66702000E-03
-2.71536000E+00  -3.91886000E-01   2.89069000E+02   9.68264000E-03
-2.28276000E+00  -1.98105000E-01   2.89190000E+02   9.66531000E-03
-2.51784000E+00  -2.89443000E-01   2.89020000E+02   9.69993000E-03
-2.40958000E+00  -1.02792000E-01   2.89047000E+02   9.67487000E-03
-2.38699000E+00   5.30704000E-01   2.88941000E+02   9.70751000E-03
-2.84834000E+00  -5.36735000E-01   2.89008000E+02   9.69980000E-03
-2.68371000E+00   2.79755000E-01   2.89169000E+02   9.65566000E-03
-2.55506000E+00  -1.80788000E-01   2.88799000E+02   9.77239000E-03
-2.01352000E+00   4.98842000E-02   2.88957000E+02   9.73045000E-03
-2.68440000E+00  -3.50355000E-01   2.89113000E+02   9.67481000E-03
-1.85687000E+00   3.13620000E-01   2.89073000E+02   9.69836000E-03
-2.45101000E+00   4.50162000E-01   2.89215000E+02   9.65200000E-03
-2.85081000E+00   3.67023000E-01   2.88984000E+02   9.74332000E-03
-2.39663000E+00   7.81112000E-02   2.89186000E+02   9.67634000E-03
-2.52213000E+00   2.12660000E-01   2.89233000E+02   9.64575000E-03
-2.29867000E+00   2.15445000E-01   2.89135000E+02   9.68094000E-03
-2.90361000E+00   3.11501000E-02   2.89085000E+02   9.70140000E-03
-3.21442000E+00   5.67699000E-01   2.89328000E+02   9.62893000E-03
-2.72294000E+00   3.81724000E-02   2.89191000E+02   9.67196000E-03
-1.94820000E+00   8.62910000E-01   2.88980000E+02   9.74217000E-03
-2.26615000E+00   1.53454000E-01   2.89105000E+02   9.69498000E-03
-2.42154000E+00  -3.08945000E-01   2.88966000E+02   9.73622000E-03
-2.54209000E+00  -1.52315000E-01   2.89000000E+02   9.72992000E-03
-2.25596000E+00   3.46174000E-01   2.89272000E+02   9.65777000E-03
-2.40767000E+00  -1.88857000E-01   2.89047000E+02   9.71984000E-03
-2.78072000E+00  -6.34540000E-02   2.89085000E+02   9.71388000E-03
-2.77891000E+00  -8.43700000E-02   2.89143000E+02   9.67621000E-03
-2.71692000E+00  -4.91983000E-01   2.89124000E+02   9.67334000E-03
-2.04198000E+00  -5.31336000E-02   2.89116000E+02   9.72217000E-03
-2.86043000E+00   2.67394000E-01   2.89089000E+02   9.70345000E-03
-2.31181000E+00   2.29079000E-01   2.89105000E+02   9.73235000E-03
-2.23462000E+00   3.38171000E-02   2.88992000E+02   9.76128000E-03
-2.62693000E+00   4.64050000E-01   2.89190000E+02   9.69680000E-03
-2.50762000E+00   1.42240000E-01   2.89138000E+02   9.71173000E-03
-2.77616000E+00   1.36989000E-01   2.89397000E+02   9.62265000E-03
-2.02638000E+00  -2.63204000E-01   2.88992000E+02   9.75491000E-03
-1.92235000E+00   2.94016000E-01   2.89110000E+02   9.73060000E-03
-3.14014000E+00  -2.30797000E-01   2.89268000E+02   9.68499000E-03
-2.32290000E+00  -1.71320000E-01   2.88965000E+02   9.79007000E-03
-2.68060000E+00   2.46687000E-01   2.89279000E+02   9.69258000E-03
-2.02067000E+00  -8.01403000E-02   2.89045000E+02   9.75934000E-03
-2.34123000E+00   8.02319000E-02   2.89078000E+02   9.75538000E-03
-2.56802000E+00  -6.76317000E-01   2.89116000E+02   9.73376000E-03
-2.59253000E+00  -2.89606000E-01   2.89027000E+02   9.76021000E-03
-2.18478000E+00  -6.80539000E-02   2.89200000E+02   9.70978000E-03
-2.42890000E+00  -4.68533000E-01   2.89380000E+02   9.61119000E-03
-3.13569000E+00  -3.38918000E-02   2.89179000E+02   9.71761000E-03
-2.55435000E+00   2.22128000E-01   2.89029000E+02   9.80283000E-03
-2.01639000E+00  -1.78680000E-01   2.89034000E+02   9.81670000E-03
-2.53894000E+00   9.12230000E-01   2.89348000E+02   9.64186000E-03
-2.20339000E+00   3.64585000E-01   2.89235000E+02   9.70327000E-03
-2.12505000E+00   2.86895000E-01   2.89178000E+02   9.72723000E-03
-2.34488000E+00  -4.55973000E-02   2.89005000E+02   9.80616000E-03
-2.98882000E+00  -3.01513000E-02   2.89163000E+02   9.71839000E-03
-1.94866000E+00   2.63243000E-02   2.89170000E+02   9.75014000E-03
-2.53831000E+00  -4.10044000E-02   2.89047000E+02   9.79239000E-03
-2.16014000E+00  -2.20214000E-01   2.89097000E+02   9.78076000E-03
-2.21084000E+00  -1.27449000E-01   2.89185000E+02   9.73175000E-03
-2.81500000E+00   2.40902000E-01   2.88997000E+02   9.82258000E-03
-2.33158000E+00  -3.53015000E-01   2.89142000E+02   9.75215000E-03
-2.12826000E+00  -9.93756000E-03   2.89121000E+02   9.74863000E-03
-2.50441000E+00  -2.38883000E-01   2.89135000E+02   9.75948000E-03
-2.49410000E+00   1.68803000E-01   2.89249000E+02   9.68261000E-03
-2.10779000E+00  -3.08320000E-01   2.89117000E+02   9.77171000E-03
-2.39406000E+00   5.36411000E-01   2.89346000E+02   9.68087000E-03
-2.52025000E+00   3.50560000E-01   2.89163000E+02   9.75176000E-03
-2.32874000E+00  -1.95431000E-01   2.89070000E+02   9.81470000E-03
-2.30078000E+00   4.74017000E-01   2.89230000E+02   9.73017000E-03
-2.72320000E+00  -5.44214000E-01   2.89221000E+02   9.73923000E-03
-2.73151000E+00   3.18102000E-01   2.89111000E+02   9.80261000E-03
-2.37967000E+00   1.76712000E-01   2.89207000E+02   9.75835000E-03
-1.96762000E+00   1.95212000E-01   2.89204000E+02   9.75837000E-03
-1.64174000E+00  -2.87500000E-01   2.89143000E+02   9.81443000E-03
-2.36220000E+00   1.29948000E-01   2.89340000E+02   9.70285000E-03
-1.83091000E+00   1.82213000E-01   2.89096000E+02   9.82808000E-03
-2.64777000E+00  -3.27402000E-01   2.89277000E+02   9.72793000E-03
-2.10700000E+00  -3.53454000E-01   2.89114000E+02   9.85215000E-03
-2.27221000E+00   2.05968000E-02   2.89210000E+02   9.75710000E-03
-2.93604000E+00  -3.56768000E-01   2.89172000E+02   9.76923000E-03
-2.70413000E+00   3.34459000E-01   2.89214000E+02   9.74559000E-03
-1.36718000E+00   3.53153000E-01   2.89155000E+02   9.83333000E-03
-2.05451000E+00  -9.16588000E-02   2.89167000E+02   9.80218000E-03
-2.32245000E+00   2.23565000E-02   2.89270000E+02   9.74450000E-03
-2.30554000E+00   2.75721000E-01   2.89326000E+02   9.71460000E-03
-2.37205000E+00  -4.48221000E-02   2.89184000E+02   9.79261000E-03
-2.19093000E+00   4.67696000E-01   2.89189000E+02   9.78751000E-03
-2.71347000E+00  -4.91337000E-01   2.89294000E+02   9.78957000E-03
-2.71123000E+00  -2.79093000E-01   2.89227000E+02   9.77635000E-03
-2.18831000E+00   1.10602000E-02   2.89210000E+02   9.81569000E-03
-2.14879000E+00   4.22692000E-02   2.89121000E+02   9.89931000E-03
-2.66972000E+00  -3.67521000E-02   2.89271000E+02   9.77606000E-03
-2.57018000E+00   3.78446000E-01   2.89177000E+02   9.84153000E-03
-2.00811000E+00   7.45666000E-01   2.89284000E+02   9.75113000E-03
-2.31300000E+00  -4.03918000E-02   2.89204000E+02   9.81094000E-03
-2.43709000E+00   3.71405000E-01   2.89386000E+02   9.72113000E-03
-3.31015000E+00   2.39964000E-01   2.89362000E+02   9.73932000E-03
-2.32050000E+00  -4.54523000E-01   2.89200000E+02   9.81399000E-03
-2.50035000E+00   3.21450000E-01   2.89263000E+02   9.77490000E-03
-2.41144000E+00  -2.36053000E-01   2.89197000E+02   9.84901000E-03
-2.74816000E+00   2.53176000E-01   2.89230000E+02   9.81308000E-03
-2.33705000E+00  -1.67180000E-01   2.89239000E+02   9.83514000E-03
-1.62850000E+00   3.24272000E-01   2.89223000E+02   9.85190000E-03
-2.83313000E+00   4.99027000E-02   2.89419000E+02   9.76147000E-03
-1.91071000E+00   5.29114000E-02   2.89281000E+02   9.80889000E-03
-2.58780000E+00  -2.14354000E-01   2.89161000E+02   9.89541000E-03
-3.01084000E+00  -1.17641000E-01   2.89343000E+02   9.76489000E-03
-2.48336000E+00  -3.39622000E-01   2.89185000E+02   9.85802000E-03
-2.50031000E+00  -2.25450000E-02   2.89298000E+02   9.80506000E-03
-2.25095000E+00   2.88043000E-01   2.89290000E+02   9.80393000E-03
-2.36829000E+00   5.01952000E-01   2.89387000E+02   9.75181000E-03
-2.96685000E+00  -3.53453000E-01   2.89337000E+02   9.78264000E-03
-2.18824000E+00  -2.09053000E-01   2.89273000E+02   9.82943000E-03
-2.14677000E+00   2.34486000E-01   2.89198000E+02   9.88106000E-03
-2.60202000E+00  -9.73556000E-02   2.89300000E+02   9.81356000E-03
-2.09636000E+00   2.17569000E-01   2.89191000E+02   9.94804000E-03
-2.56403000E+00   6.27366000E-01   2.89288000E+02   9.82847000E-03
-2.59765000E+00   2.14789000E-01   2.89375000E+02   9.78743000E-03
-2.77721000E+00   9.69793000E-01   2.89232000E+02   9.87179000E-03
-2.04851000E+00   1.91364000E-01   2.89172000E+02   9.97067000E-03
-1.75698000E+00   1.21425000E-01   2.89147000E+02   1.00140000E-02
-3.00061000E+00   5.01713000E-01   2.89320000E+02   9.82510000E-03
-2.95908000E+00   2.89000000E-01   2.89296000E+02   9.83549000E-03
-2.85868000E+00   1.22365000E-01   2.89300000E+02   9.87682000E-03
-2.97084000E+00  -4.67407000E-01   2.89364000E+02   9.77903000E-03
-1.87399000E+00  -3.54433000E-02   2.89404000E+02   9.72522000E-03
-3.04129000E+00   7.11122000E-01   2.89281000E+02   9.87789000E-03
-2.69437000E+00   9.40651000E-02   2.89303000E+02   9.86813000E-03
-2.46274000E+00   3.83843000E-01   2.89398000E+02   9.80167000E-03
-2.56656000E+00  -6.27025000E-02   2.89384000E+02   9.87981000E-03
-2.86760000E+00   4.42057000E-03   2.89378000E+02   9.82920000E-03
-3.37029000E+00   1.82724000E-01   2.89400000E+02   9.80467000E-03
-2.14160000E+00   3.42948000E-01   2.89357000E+02   9.87550000E-03
-2.04976000E+00   7.64351000E-02   2.89266000E+02   9.95964000E-03
-2.62297000E+00  -3.64282000E-01   2.89359000E+02   9.87819000E-03
-2.17397000E+00   1.98742000E-01   2.89344000E+02   9.90130000E-03
-1.86956000E+00  -3.50494000E-01   2.89401000E+02   9.84461000E-03
-2.22813000E+00  -2.14707000E-01   2.89272000E+02   9.96002000E-03
-1.53988000E+00   3.78399000E-01   2.89340000E+02   9.92887000E-03
-2.30493000E+00   2.79806000E-02   2.89289000E+02   9.95601000E-03
-2.86175000E+00   3.54375000E-01   2.89569000E+02   9.70916000E-03
-2.79549000E+00  -5.99067000E-02   2.89388000E+02   9.85553000E-03
-2.31248000E+00   2.30232000E-01   2.89344000E+02   9.94290000E-03
-2.92111000E+00   3.91105000E-01   2.89375000E+02   9.87493000E-03
-2.72592000E+00   1.21297000E-01   2.89363000E+02   9.88184000E-03
-2.86390000E+00   6.01684000E-02   2.89395000E+02   9.84782000E-03
-3.07203000E+00   2.79444000E-01   2.89462000E+02   9.78319000E-03
-1.67353000E+00   1.27873000E-01   2.89359000E+02   9.91390000E-03
-2.51934000E+00  -7.57720000E-02   2.89329000E+02   9.90540000E-03
-1.92821000E+00  -4.76424000E-02   2.89367000E+02   9.92180000E-03
-2.14628000E+00   3.78131000E-01   2.89372000E+02   9.89661000E-03
-2.86916000E+00  -3.05770000E-03   2.89531000E+02   9.76596000E-03
-2.72761000E+00   2.69090000E-01   2.89381000E+02   9.89391000E-03
-1.91803000E+00  -4.15855000E-01   2.89422000E+02   9.85912000E-03
-2.89319000E+00   1.80760000E-01   2.89456000E+02   9.83419000E-03
-3.00317000E+00   6.17183000E-01   2.89428000E+02   9.92822000E-03
-2.50693000E+00   2.59605000E-01   2.89347000E+02   9.91975000E-03
-2.47934000E+00   3.61747000E-01   2.89348000E+02   9.98841000E-03
-2.36288000E+00   3.84243000E-01   2.89405000E+02   9.92492000E-03
-1.94665000E+00  -4.37307000E-01   2.89454000E+02   9.86223000E-03
-1.48763000E+00   1.57051000E-02   2.89363000E+02   9.99239000E-03
-2.42112000E+00   2.54309000E-01   2.89403000E+02   9.91778000E-03
-2.70005000E+00   4.76676000E-01   2.89393000E+02   9.93394000E-03
-2.58022000E+00  -3.23687000E-01   2.89456000E+02   9.90494000E-03
-2.93759000E+00   4.51136000E-01   2.89430000E+02   9.90370000E-03
-3.13148000E+00   4.80237000E-02   2.89352000E+02   9.97672000E-03
-2.52201000E+00   3.58995000E-01   2.89412000E+02   9.92449000E-03
-2.00598000E+00  -4.95382000E-01   2.89393000E+02   9.97115000E-03
-2.09111000E+00   8.05636000E-01   2.89468000E+02   9.84006000E-03
-2.21457000E+00   1.56582000E-03   2.89499000E+02   9.89582000E-03
-2.89189000E+00  -2.18735000E-01   2.89447000E+02   9.91005000E-03
-2.90139000E+00   9.34073000E-02   2.89484000E+02   9.87878000E-03
-2.53404000E+00   9.55486000E-01   2.89473000E+02   9.95823000E-03
-2.61600000E+00  -2.10352000E-01   2.89390000E+02   1.00216000E-02
-2.90979000E+00   1.13515000E-02   2.89536000E+02   9.80525000E-03
-2.46436000E+00  -1.94599000E-01   2.89442000E+02   9.96561000E-03
-2.00711000E+00   2.26988000E-01   2.89433000E+02   9.98886000E-03
-2.43991000E+00  -1.95806000E-01   2.89365000E+02   1.01454000E-02
-2.14627000E+00  -3.22155000E-02   2.89442000E+02   9.99219000E-03
-2.41810000E+00   1.02894000E-01   2.89486000E+02   9.93538000E-03
-2.54427000E+00  -2.27260000E-01   2.89440000E+02   9.98859000E-03
-1.84466000E+00  -1.21255000E-01   2.89492000E+02   9.98346000E-03
-2.62640000E+00  -6.02476000E-02   2.89564000E+02   9.84032000E-03
-2.21545000E+00  -1.38077000E-01   2.89484000E+02   9.97149000E-03
-2.55720000E+00   5.73065000E-01   2.89535000E+02   9.88994000E-03
-1.77646000E+00  -2.13784000E-02   2.89427000E+02   1.01496000E-02
-1.71146000E+00  -6.04491000E-01   2.89446000E+02   1.00565000E-02
-1.87489000E+00  -2.92975000E-01   2.89469000E+02   1.00490000E-02
-2.19723000E+00  -7.02589000E-01   2.89541000E+02   9.94841000E-03
-2.23037000E+00   2.93775000E-01   2.89610000E+02   9.91831000E-03
-2.89948000E+00   1.80046000E-01   2.89391000E+02   1.01700000E-02
-2.93172000E+00   1.32610000E-01   2.89564000E+02   9.87515000E-03
-2.49866000E+00  -3.05274000E-02   2.89497000E+02   9.92247000E-03
-2.37755000E+00   4.68658000E-01   2.89466000E+02   1.00192000E-02
-2.37991000E+00  -4.16595000E-01   2.89492000E+02   9.96068000E-03
-2.02963000E+00   4.66033000E-01   2.89501000E+02   1.01238000E-02
-2.37617000E+00   3.63059000E-01   2.89484000E+02   1.00953000E-02
-2.68902000E+00  -1.79328000E-02   2.89522000E+02   9.95584000E-03
-2.02080000E+00  -2.18219000E-02   2.89479000E+02   1.01180000E-02
-2.15676000E+00   5.97667000E-01   2.89553000E+02   9.96694000E-03
-2.92746000E+00   3.49704000E-01   2.89594000E+02   9.89241000E-03
-3.26934000E+00   3.08122000E-01   2.89525000E+02   1.00257000E-02
-2.13806000E+00  -2.58310000E-01   2.89567000E+02   9.96203000E-03
-2.27205000E+00   6.16160000E-01   2.89554000E+02   9.99018000E-03
-2.25122000E+00   5.05167000E-01   2.89558000E+02   1.00168000E-02
-2.59737000E+00   5.35828000E-01   2.89587000E+02   9.95937000E-03
-2.80551000E+00   1.89089000E-02   2.89556000E+02   1.00393000E-02
-2.57471000E+00   2.47443000E-01   2.89518000E+02   1.01546000E-02
-2.96549000E+00   7.19006000E-02   2.89622000E+02   9.87550000E-03
-2.37578000E+00  -2.31433000E-01   2.89556000E+02   1.00262000E-02
-2.46253000E+00  -1.80966000E-01   2.89678000E+02   9.82699000E-03
-2.78232000E+00   2.56711000E-02   2.89642000E+02   9.96783000E-03
-2.07792000E+00   1.87737000E-01   2.89565000E+02   1.00920000E-02
-1.79758000E+00   3.71571000E-01   2.89525000E+02   1.01639000E-02
-1.20253000E+00   5.53598000E-02   2.89553000E+02   1.02201000E-02
-2.11216000E+00  -2.87616000E-01   2.89571000E+02   1.01406000E-02
-2.64717000E+00   1.07321000E+00   2.89557000E+02   1.01525000E-02
-2.08327000E+00   2.74941000E-01   2.89599000E+02   1.01134000E-02
-2.40700000E+00   2.76623000E-01   2.89558000E+02   1.01461000E-02
-2.11151000E+00   5.84350000E-01   2.89594000E+02   1.00796000E-02
-2.30541000E+00   2.44602000E-01   2.89619000E+02   9.95628000E-03
-2.41789000E+00   3.49094000E-01   2.89544000E+02   1.02264000E-02
-2.55291000E+00  -9.89148000E-02   2.89605000E+02   9.98762000E-03
-2.39748000E+00  -2.13668000E-01   2.89586000E+02   1.01836000E-02
-2.17905000E+00  -2.56356000E-01   2.89631000E+02   9.96734000E-03
-2.85342000E+00  -4.84885000E-01   2.89614000E+02   1.01322000E-02
-2.03159000E+00   5.07369000E-02   2.89588000E+02   1.02422000E-02
-2.53744000E+00   2.80433000E-02   2.89721000E+02   9.96301000E-03
-1.77875000E+00  -2.40533000E-01   2.89633000E+02   1.00281000E-02
-1.65445000E+00   6.96464000E-01   2.89606000E+02   1.02329000E-02
-1.92971000E+00  -4.23285000E-01   2.89632000E+02   9.98443000E-03
-2.51842000E+00   1.54437000E-01   2.89605000E+02   1.01019000E-02
-2.08719000E+00   7.53105000E-01   2.89648000E+02   1.00443000E-02
-1.94688000E+00   1.05912000E-01   2.89584000E+02   1.02800000E-02
-2.35733000E+00   1.02879000E-02   2.89687000E+02   9.89444000E-03
-2.56362000E+00   1.61982000E-01   2.89676000E+02   1.00542000E-02
-2.35614000E+00   1.36973000E-01   2.89643000E+02   1.01601000E-02
-2.78406000E+00  -1.54096000E-02   2.89698000E+02   9.84719000E-03
-1.87018000E+00  -8.61710000E-02   2.89655000E+02   1.01321000E-02
-2.79323000E+00  -1.13433000E-01   2.89780000E+02   9.94033000E-03
-2.24827000E+00   5.13619000E-01   2.89658000E+02   1.00992000E-02
-3.00319000E+00  -1.39653000E-01   2.89665000E+02   1.00445000E-02
-3.18965000E+00  -2.60546000E-02   2.89668000E+02   1.01077000E-02
-2.75884000E+00   6.01249000E-01   2.89749000E+02   9.92148000E-03
-2.28430000E+00   2.18025000E-01   2.89711000E+02   1.00276000E-02
-2.82042000E+00   7.07685000E-01   2.89702000E+02   1.00539000E-02
-2.33164000E+00   6.05329000E-01   2.89690000E+02   1.01282000E-02
-2.04373000E+00   1.95894000E-01   2.89698000E+02   1.02081000E-02
-2.52614000E+00  -8.46303000E-02   2.89708000E+02   1.01604000E-02
-2.62658000E+00   1.33359000E-01   2.89722000E+02   1.00555000E-02
-2.58779000E+00   1.90028000E-01   2.89761000E+02   1.00661000E-02
-2.69017000E+00   3.60505000E-01   2.89764000E+02   1.01098000E-02
-2.86959000E+00   4.01291000E-01   2.89716000E+02   1.00731000E-02
-2.80885000E+00   3.75349000E-01   2.89727000E+02   1.00253000E-02
-2.09552000E+00   3.39751000E-02   2.89778000E+02   1.01348000E-02
-2.29200000E+00   1.31734000E-01   2.89742000E+02   1.01400000E-02
-1.94869000E+00   9.88284000E-02   2.89722000E+02   1.00971000E-02
-2.79654000E+00  -8.49874000E-02   2.89758000E+02   1.01004000E-02
-2.82820000E+00   3.70204000E-01   2.89731000E+02   1.02550000E-02
-2.24694000E+00   5.48142000E-01   2.89706000E+02   1.03944000E-02
-2.53469000E+00   1.61720000E-01   2.89794000E+02   1.00969000E-02
-2.97241000E+00   3.34157000E-01   2.89828000E+02   9.90131000E-03
-1.82041000E+00   2.81407000E-01   2.89763000E+02   1.02087000E-02
-2.37282000E+00  -6.28897000E-02   2.89768000E+02   1.01724000E-02
-2.35470000E+00  -1.00589000E-01   2.89752000E+02   1.01129000E-02
-2.39985000E+00   4.58852000E-01   2.89742000E+02   1.02570000E-02
-2.63508000E+00   8.50917000E-01   2.89742000E+02   1.01705000E-02
-2.50884000E+00  -3.73598000E-02   2.89815000E+02   1.00501000E-02
-2.77669000E+00  -4.03471000E-01   2.89866000E+02   9.94067000E-03
-2.78511000E+00   3.32361000E-01   2.89853000E+02   1.00613000E-02
-3.17405000E+00   3.45812000E-01   2.89830000E+02   1.01850000E-02
-2.76911000E+00  -2.49560000E-01   2.89846000E+02   1.01074000E-02
-2.10895000E+00   4.42676000E-01   2.89888000E+02   9.97541000E-03
-2.19653000E+00  -2.09334000E-02   2.89810000E+02   1.03201000E-02
-2.53356000E+00  -1.42483000E-01   2.89842000E+02   1.00790000E-02
-1.90912000E+00  -4.35045000E-01   2.89811000E+02   1.02385000E-02
-2.79523000E+00   1.71347000E-01   2.89916000E+02   1.00125000E-02
-1.55431000E+00  -1.63638000E-01   2.89821000E+02   1.02367000E-02
-2.85700000E+00   2.89856000E-01   2.89854000E+02   1.00964000E-02
-2.25465000E+00   6.81897000E-01   2.89814000E+02   1.02289000E-02
-3.03410000E+00   6.45152000E-02   2.89819000E+02   1.01492000E-02
-2.95862000E+00  -2.81889000E-01   2.89851000E+02   9.99920000E-03
-2.60019000E+00   1.03726000E-01   2.89889000E+02   1.01073000E-02
-2.42280000E+00   9.52303000E-02   2.89867000E+02   1.02384000E-02
-1.92101000E+00   4.45395000E-01   2.89891000E+02   1.01826000E-02
-2.91745000E+00   2.44532000E-01   2.89922000E+02   1.00959000E-02
-2.42823000E+00   7.84040000E-01   2.89839000E+02   1.03365000E-02
-2.90807000E+00   4.29804000E-01   2.89887000E+02   1.00688000E-02
-2.73054000E+00   1.11363000E-01   2.89841000E+02   1.00441000E-02
-2.81840000E+00   6.47664000E-01   2.89879000E+02   1.02320000E-02
-1.48806000E+00   1.24035000E-01   2.89890000E+02   1.05180000E-02
-2.08909000E+00   3.70097000E-01   2.89893000E+02   1.01586000E-02
-2.55596000E+00   2.67671000E-01   2.89877000E+02   1.01890000E-02
-2.18495000E+00  -2.43815000E-01   2.89908000E+02   1.03405000E-02
-1.97866000E+00  -4.57727000E-01   2.89872000E+02   1.03063000E-02
-2.08964000E+00  -2.82865000E-01   2.89945000E+02   1.01906000E-02
-2.82330000E+00   3.09140000E-01   2.89891000E+02   1.02385000E-02
-1.91133000E+00  -1.43822000E-01   2.89896000E+02   1.02916000E-02
-1.69693000E+00   6.82643000E-02   2.89903000E+02   1.02953000E-02
-2.25398000E+00   1.21116000E-01   2.89889000E+02   1.01998000E-02
-1.69265000E+00  -1.30945000E-01   2.89929000E+02   1.04237000E-02
-1.81809000E+00   5.68670000E-01   2.89939000E+02   1.04193000E-02
-3.20263000E+00   7.35641000E-01   2.89967000E+02   1.02544000E-02
-2.79228000E+00   3.39094000E-01   2.89943000E+02   1.01014000E-02
-2.73762000E+00   2.76058000E-01   2.89914000E+02   1.02202000E-02
-1.90781000E+00   3.37236000E-01   2.89936000E+02   1.02248000E-02
-2.26861000E+00   5.63072000E-01   2.89955000E+02   1.01771000E-02
-1.94976000E+00  -4.48519000E-01   2.89991000E+02   1.05437000E-02
-2.67795000E+00   2.86663000E-01   2.90004000E+02   1.01088000E-02
-2.65722000E+00   8.20341000E-01   2.89995000E+02   9.98763000E-03
-2.01780000E+00   4.01417000E-03   2.89958000E+02   1.03216000E-02
-2.51134000E+00  -4.40995000E-02   2.89974000E+02   1.01511000E-02
-2.42439000E+00   1.14628000E-01   2.89944000E+02   1.02416000E-02
-2.86089000E+00   1.18894000E-01   2.89975000E+02   1.03580000E-02
-2.57631000E+00  -1.41392000E-02   2.90003000E+02   1.04447000E-02
-2.59119000E+00   8.70253000E-01   2.89979000E+02   1.04297000E-02
-2.05027000E+00  -6.12105000E-02   2.89996000E+02   1.03513000E-02
-1.33096000E+00  -6.63240000E-02   2.89996000E+02   1.05228000E-02
-2.45178000E+00   3.18025000E-01   2.90003000E+02   1.01874000E-02
-3.01374000E+00   1.86646000E-01   2.89984000E+02   1.02068000E-02
-2.19054000E+00  -5.46165000E-02   2.90002000E+02   1.05172000E-02
-2.01159000E+00   1.25826000E-01   2.90042000E+02   1.04371000E-02
-2.44946000E+00  -4.61956000E-01   2.90032000E+02   1.04161000E-02
-1.96582000E+00   5.86970000E-01   2.90041000E+02   1.03100000E-02
-3.20111000E+00  -9.69997000E-02   2.90029000E+02   1.03049000E-02
-2.44129000E+00   1.38548000E-01   2.90030000E+02   1.02795000E-02
-2.70539000E+00   4.89209000E-01   2.90042000E+02   1.03673000E-02
-2.56353000E+00   4.79342000E-01   2.90084000E+02   1.03649000E-02
-2.40612000E+00   2.52192000E-01   2.90064000E+02   1.03676000E-02
-1.51760000E+00   2.88448000E-01   2.90066000E+02   1.05099000E-02
-1.93962000E+00   1.55458000E-01   2.90067000E+02   1.04984000E-02
-2.49705000E+00   2.62344000E-01   2.90072000E+02   1.03444000E-02
