     atm_u           atm_v           atm_T           atm_q     
-3.18257000E+00   1.96902000E-01   2.89779000E+02   9.71962000E-03
-2.84154000E+00  -1.64913000E-02   2.89848000E+02   9.71039000E-03
-2.58786000E+00   5.54257000E-01   2.89507000E+02   9.71337000E-03
-2.77071000E+00  -1.23721000E-01   2.89454000E+02   9.70407000E-03
-2.78383000E+00  -3.01658000E-01   2.89405000E+02   9.71038000E-03
-2.51198000E+00  -1.86260000E-01   2.89459000E+02   9.71019000E-03
-2.70447000E+00   6.18645000E-01   2.89443000E+02   9.71001000E-03
-2.48929000E+00   7.11490000E-02   2.89700000E+02   9.71218000E-03
-3.03993000E+00  -1.30228000E-01   2.89824000E+02   9.71953000E-03
-2.62756000E+00  -2.12545000E-01   2.89351000E+02   9.70613000E-03
-1.47094000E+00  -3.54938000E-01   2.89003000E+02   9.69614000E-03
-2.97385000E+00  -3.26308000E-01   2.90126000E+02   9.70885000E-03
-2.46156000E+00   1.42176000E-01   2.89690000E+02   9.70860000E-03
-2.60860000E+00  -7.88102000E-01   2.89780000E+02   9.70952000E-03
-2.52606000E+00  -2.13448000E-01   2.89518000E+02   9.71331000E-03
-2.80773000E+00  -2.41985000E-01   2.89482000E+02   9.70355000E-03
-2.42306000E+00   1.43725000E-01   2.89179000E+02   9.70138000E-03
-2.58771000E+00  -4.72362000E-02   2.89565000E+02   9.70726000E-03
-1.97616000E+00  -7.13958000E-01   2.89254000E+02   9.69889000E-03
-2.34660000E+00  -1.32034000E-01   2.89478000E+02   9.70496000E-03
-2.06133000E+00   7.66788000E-01   2.89279000E+02   9.70448000E-03
-2.21968000E+00  -4.78801000E-01   2.89293000E+02   9.69890000E-03
-3.02324000E+00   1.14907000E-01   2.89393000E+02   9.71273000E-03
-2.61710000E+00  -3.17896000E-01   2.89597000E+02   9.71018000E-03
-2.49016000E+00   3.97550000E-01   2.89357000E+02   9.70452000E-03
-2.68672000E+00   2.46382000E-01   2.89587000E+02   9.71207000E-03
-2.93047000E+00   2.39468000E-01   2.89330000E+02   9.70280000E-03
-3.05525000E+00   7.49485000E-02   2.89490000E+02   9.70623000E-03
-2.63824000E+00   1.06976000E-01   2.89056000E+02   9.69140000E-03
-3.11450000E+00  -6.29700000E-01   2.89867000E+02   9.70696000E-03
-2.53335000E+00   3.59366000E-01   2.89168000E+02   9.69676000E-03
-2.05327000E+00  -7.89192000E-01   2.89460000E+02   9.69714000E-03
-2.96280000E+00   5.94687000E-02   2.89653000E+02   9.71158000E-03
-2.37239000E+00   4.83493000E-01   2.89437000E+02   9.69750000E-03
-2.67451000E+00   1.88945000E-01   2.89429000E+02   9.70128000E-03
-2.98114000E+00  -5.39118000E-01   2.89544000E+02   9.70321000E-03
-2.05812000E+00   1.50798000E-01   2.89230000E+02   9.69502000E-03
-2.22094000E+00  -2.25834000E-01   2.89273000E+02   9.69345000E-03
-1.85343000E+00   2.13198000E-01   2.89027000E+02   9.69292000E-03
-2.48479000E+00   2.83789000E-01   2.89294000E+02   9.69615000E-03
-3.28441000E+00  -1.50569000E-01   2.89415000E+02   9.69871000E-03
-2.64470000E+00   3.70695000E-01   2.89520000E+02   9.69744000E-03
-2.13380000E+00   4.77915000E-02   2.89336000E+02   9.69693000E-03
-3.26409000E+00  -5.32630000E-01   2.89333000E+02   9.69530000E-03
-2.37399000E+00  -1.71404000E-02   2.89419000E+02   9.69421000E-03
-2.65922000E+00   2.95146000E-01   2.89748000E+02   9.69947000E-03
-2.42880000E+00  -1.14775000E-01   2.89620000E+02   9.69404000E-03
-2.81785000E+00  -4.40932000E-01   2.89629000E+02   9.69941000E-03
-3.20489000E+00   1.77430000E-01   2.89499000E+02   9.70209000E-03
-2.33279000E+00  -4.85615000E-01   2.89729000E+02   9.69933000E-03
-2.62461000E+00  -3.95195000E-02   2.89868000E+02   9.70974000E-03
-2.77370000E+00  -7.06389000E-02   2.89297000E+02   9.69009000E-03
-2.81187000E+00  -1.16540000E-01   2.89144000E+02   9.69114000E-03
-3.25259000E+00  -6.61365000E-01   2.89601000E+02   9.70204000E-03
-1.99978000E+00  -2.42980000E-01   2.89003000E+02   9.67693000E-03
-2.72978000E+00   4.57059000E-01   2.89669000E+02   9.69141000E-03
-2.63862000E+00   7.06705000E-01   2.89399000E+02   9.70020000E-03
-2.06562000E+00   2.61855000E-01   2.89076000E+02   9.68880000E-03
-1.68846000E+00  -2.49698000E-02   2.88926000E+02   9.67776000E-03
-2.76925000E+00  -2.12200000E-01   2.89126000E+02   9.68808000E-03
-2.57086000E+00  -2.94680000E-01   2.89311000E+02   9.68996000E-03
-2.63065000E+00  -4.32052000E-01   2.89684000E+02   9.69739000E-03
-2.33259000E+00   3.10014000E-01   2.89516000E+02   9.69235000E-03
-2.64149000E+00   8.50596000E-02   2.89444000E+02   9.68931000E-03
-2.65270000E+00   3.78769000E-01   2.89227000E+02   9.68829000E-03
-3.24520000E+00   3.83253000E-01   2.89475000E+02   9.69443000E-03
-2.49793000E+00  -4.81745000E-01   2.89323000E+02   9.68094000E-03
-3.17769000E+00  -9.63388000E-02   2.89757000E+02   9.69466000E-03
-3.01065000E+00   5.41786000E-01   2.89319000E+02   9.69546000E-03
-3.13934000E+00  -3.01285000E-01   2.89511000E+02   9.68754000E-03
-2.89102000E+00  -5.00610000E-01   2.89531000E+02   9.68910000E-03
-2.83253000E+00  -1.43342000E-01   2.89751000E+02   9.69553000E-03
-2.93493000E+00   7.75635000E-02   2.89552000E+02   9.69315000E-03
-2.30008000E+00   2.29830000E-01   2.89631000E+02   9.69625000E-03
-2.45300000E+00   1.21915000E-01   2.89553000E+02   9.69332000E-03
-3.16061000E+00  -2.56025000E-01   2.89488000E+02   9.68455000E-03
-2.22134000E+00  -5.58572000E-01   2.89321000E+02   9.68578000E-03
-3.01770000E+00  -2.67747000E-01   2.89373000E+02   9.68951000E-03
-2.84283000E+00  -2.20957000E-01   2.89906000E+02   9.68815000E-03
-2.96078000E+00   3.25507000E-03   2.89252000E+02   9.68637000E-03
-2.17607000E+00  -1.32192000E-01   2.88739000E+02   9.66951000E-03
-2.77869000E+00  -8.83106000E-01   2.89876000E+02   9.70096000E-03
-2.82128000E+00  -6.15308000E-02   2.89456000E+02   9.68257000E-03
-2.68621000E+00   3.51697000E-01   2.89468000E+02   9.68387000E-03
-2.63239000E+00   3.61251000E-01   2.89730000E+02   9.68807000E-03
-2.72179000E+00   8.45615000E-02   2.89858000E+02   9.69868000E-03
-3.09544000E+00   7.90883000E-01   2.89387000E+02   9.69153000E-03
-2.39536000E+00  -5.83940000E-01   2.88971000E+02   9.67482000E-03
-2.29912000E+00  -5.11607000E-01   2.89155000E+02   9.68248000E-03
-1.87427000E+00   3.99331000E-01   2.89134000E+02   9.67751000E-03
-2.54739000E+00   1.81098000E-01   2.89637000E+02   9.68612000E-03
-3.07066000E+00  -4.87873000E-01   2.89560000E+02   9.69058000E-03
-3.01021000E+00  -2.35978000E-02   2.89172000E+02   9.67730000E-03
-2.71113000E+00  -2.59517000E-01   2.89584000E+02   9.67782000E-03
-2.59574000E+00   5.28368000E-01   2.88940000E+02   9.66388000E-03
-2.71803000E+00   4.33878000E-02   2.89240000E+02   9.68087000E-03
-3.06354000E+00   1.52981000E-01   2.89350000E+02   9.68479000E-03
-3.04058000E+00  -3.31070000E-01   2.89669000E+02   9.69062000E-03
-3.37711000E+00   7.45968000E-02   2.89455000E+02   9.68641000E-03
-2.92540000E+00   2.34263000E-01   2.89326000E+02   9.67366000E-03
-2.69191000E+00  -2.70446000E-01   2.89209000E+02   9.67707000E-03
-2.40269000E+00   1.75312000E-01   2.89193000E+02   9.67525000E-03
-2.37520000E+00  -3.71518000E-01   2.89158000E+02   9.67347000E-03
-1.96610000E+00  -5.00237000E-02   2.89584000E+02   9.68719000E-03
-2.83624000E+00  -4.78308000E-03   2.89756000E+02   9.68109000E-03
-3.22332000E+00  -3.24328000E-01   2.89688000E+02   9.68564000E-03
-2.37191000E+00   2.65392000E-01   2.89476000E+02   9.68504000E-03
-2.31166000E+00  -1.18006000E-01   2.89324000E+02   9.67792000E-03
-2.68018000E+00  -4.92014000E-01   2.89710000E+02   9.67913000E-03
-2.06177000E+00  -1.87672000E-01   2.89470000E+02   9.66868000E-03
-3.78629000E+00   2.68675000E-01   2.89520000E+02   9.67815000E-03
-3.07045000E+00  -5.50364000E-01   2.89535000E+02   9.68087000E-03
-2.71367000E+00   8.88300000E-01   2.89345000E+02   9.67682000E-03
-2.56153000E+00   6.22076000E-03   2.89230000E+02   9.67839000E-03
-2.94445000E+00   1.98733000E-01   2.89746000E+02   9.69264000E-03
-2.62061000E+00  -2.05252000E-01   2.89342000E+02   9.67890000E-03
-2.98162000E+00   4.10231000E-01   2.89653000E+02   9.68548000E-03
-2.81752000E+00  -2.98446000E-01   2.89645000E+02   9.67882000E-03
-2.26128000E+00  -1.31754000E-02   2.89210000E+02   9.67495000E-03
-2.24160000E+00  -1.04773000E-01   2.89020000E+02   9.66233000E-03
-2.23387000E+00  -4.26605000E-02   2.89174000E+02   9.67203000E-03
-2.60566000E+00  -2.25175000E-01   2.89233000E+02   9.67248000E-03
-2.74075000E+00   4.72260000E-01   2.89305000E+02   9.67196000E-03
-3.01527000E+00  -4.62766000E-01   2.89137000E+02   9.65741000E-03
-2.83123000E+00  -1.19588000E-01   2.89835000E+02   9.68524000E-03
-2.09781000E+00   1.07757000E-01   2.89276000E+02   9.66407000E-03
-2.72865000E+00   1.04018000E-01   2.89207000E+02   9.66514000E-03
-2.79853000E+00   5.22406000E-01   2.89032000E+02   9.65986000E-03
-3.13916000E+00   4.05692000E-02   2.89401000E+02   9.66905000E-03
-2.85166000E+00   5.08274000E-03   2.89358000E+02   9.66872000E-03
-2.39917000E+00  -8.18495000E-02   2.89230000E+02   9.67282000E-03
-2.97553000E+00   8.80054000E-02   2.89329000E+02   9.67582000E-03
-2.65444000E+00  -5.54289000E-02   2.89612000E+02   9.67776000E-03
-2.49230000E+00   3.66855000E-01   2.89354000E+02   9.67185000E-03
-2.16778000E+00  -1.60959000E-01   2.89211000E+02   9.65955000E-03
-2.92677000E+00  -2.46904000E-01   2.89339000E+02   9.67535000E-03
-2.22536000E+00   4.56450000E-02   2.89484000E+02   9.66857000E-03
-1.98280000E+00  -3.19110000E-01   2.89063000E+02   9.66047000E-03
-3.09535000E+00  -5.18840000E-01   2.89635000E+02   9.67362000E-03
-2.99469000E+00   3.98603000E-01   2.89244000E+02   9.66157000E-03
-2.30248000E+00  -3.48629000E-01   2.89034000E+02   9.65449000E-03
-2.79672000E+00  -1.42945000E-01   2.89357000E+02   9.66555000E-03
-2.38751000E+00  -7.31063000E-01   2.89099000E+02   9.65979000E-03
-2.50833000E+00  -3.04853000E-02   2.89247000E+02   9.66605000E-03
-2.87157000E+00   1.80748000E-02   2.89574000E+02   9.66877000E-03
-2.50613000E+00  -1.97032000E-01   2.88768000E+02   9.64916000E-03
-2.86180000E+00  -5.07033000E-01   2.89231000E+02   9.66778000E-03
-1.67825000E+00   1.69810000E-01   2.89087000E+02   9.65580000E-03
-2.53918000E+00   2.93071000E-01   2.89231000E+02   9.65979000E-03
-2.81687000E+00   2.97498000E-01   2.89479000E+02   9.66817000E-03
-2.79213000E+00  -3.86032000E-01   2.89736000E+02   9.68002000E-03
-2.18464000E+00  -5.73679000E-02   2.89246000E+02   9.65749000E-03
-2.50355000E+00  -6.13343000E-01   2.89564000E+02   9.67414000E-03
-2.09809000E+00   1.60797000E-01   2.89151000E+02   9.65361000E-03
-2.86319000E+00   6.81058000E-02   2.89224000E+02   9.65524000E-03
-2.41576000E+00  -8.79242000E-02   2.89517000E+02   9.66191000E-03
-2.77312000E+00   5.93196000E-01   2.89420000E+02   9.65947000E-03
-2.84488000E+00  -1.00067000E-01   2.89704000E+02   9.67054000E-03
-2.43929000E+00  -1.50895000E-01   2.89050000E+02   9.64993000E-03
-2.66675000E+00   6.79888000E-01   2.89216000E+02   9.65599000E-03
-1.95873000E+00   4.06818000E-01   2.89341000E+02   9.65991000E-03
-2.93484000E+00  -1.04986000E-01   2.89278000E+02   9.65952000E-03
-2.53167000E+00   1.58768000E-01   2.89088000E+02   9.65275000E-03
-3.33564000E+00   2.69838000E-01   2.89388000E+02   9.65904000E-03
-2.55493000E+00   3.53033000E-01   2.89369000E+02   9.66039000E-03
-2.24167000E+00   3.23796000E-01   2.88813000E+02   9.64171000E-03
-2.27216000E+00   6.31288000E-01   2.89072000E+02   9.64948000E-03
-2.16647000E+00   6.18070000E-01   2.88990000E+02   9.64783000E-03
-2.50939000E+00  -1.42623000E-02   2.89568000E+02   9.66325000E-03
-2.58545000E+00   8.32739000E-02   2.88847000E+02   9.63528000E-03
-1.44125000E+00  -2.25424000E-01   2.88600000E+02   9.63440000E-03
-3.34026000E+00   1.12766000E-01   2.89512000E+02   9.66157000E-03
-2.00162000E+00   4.24124000E-01   2.88980000E+02   9.64171000E-03
-2.66411000E+00   2.50690000E-01   2.89356000E+02   9.65555000E-03
-2.10469000E+00  -4.28141000E-01   2.88937000E+02   9.64596000E-03
-2.53642000E+00   1.63506000E-01   2.89540000E+02   9.66216000E-03
-2.12032000E+00   1.47175000E-03   2.88955000E+02   9.64564000E-03
-2.73360000E+00  -8.88000000E-02   2.89372000E+02   9.65003000E-03
-2.40964000E+00   2.11074000E-01   2.89037000E+02   9.64846000E-03
-2.27269000E+00   1.37974000E-01   2.89172000E+02   9.65451000E-03
-2.25294000E+00  -5.83805000E-01   2.89453000E+02   9.65877000E-03
-2.63983000E+00  -2.41834000E-01   2.89206000E+02   9.64909000E-03
-2.83136000E+00   5.93674000E-02   2.89152000E+02   9.65161000E-03
-2.53440000E+00  -6.91864000E-01   2.89260000E+02   9.65410000E-03
-3.22168000E+00  -8.71493000E-02   2.89474000E+02   9.65838000E-03
-2.44736000E+00   3.06475000E-01   2.89389000E+02   9.65625000E-03
-3.08320000E+00   1.12531000E-01   2.89385000E+02   9.65266000E-03
-2.91912000E+00  -2.13687000E-01   2.88952000E+02   9.63453000E-03
-2.74644000E+00  -7.32971000E-02   2.89215000E+02   9.64616000E-03
-2.86690000E+00   1.74891000E-01   2.89168000E+02   9.64873000E-03
-2.36320000E+00  -1.61091000E-01   2.89608000E+02   9.65876000E-03
-3.07586000E+00  -5.88834000E-02   2.89240000E+02   9.65319000E-03
-2.93179000E+00   1.73640000E-01   2.89348000E+02   9.64723000E-03
-2.66723000E+00   1.19564000E-01   2.89574000E+02   9.66459000E-03
-2.17784000E+00   4.04428000E-01   2.89254000E+02   9.64950000E-03
-2.78006000E+00  -4.85498000E-01   2.88788000E+02   9.62364000E-03
-2.33628000E+00   7.86492000E-02   2.88799000E+02   9.62640000E-03
-3.16408000E+00   5.88948000E-02   2.89311000E+02   9.64649000E-03
-2.25966000E+00   2.97086000E-01   2.89043000E+02   9.63343000E-03
-2.42427000E+00   7.09700000E-02   2.89294000E+02   9.65121000E-03
-2.35304000E+00   6.02285000E-01   2.89123000E+02   9.64696000E-03
-2.77291000E+00   4.07665000E-01   2.89174000E+02   9.64461000E-03
-1.71285000E+00  -2.55315000E-02   2.88630000E+02   9.62151000E-03
-2.72111000E+00  -3.43604000E-01   2.89287000E+02   9.63674000E-03
-2.79930000E+00   7.66336000E-02   2.89439000E+02   9.65056000E-03
-3.05878000E+00   3.33260000E-01   2.89532000E+02   9.64687000E-03
-2.50091000E+00  -7.01809000E-02   2.89146000E+02   9.63700000E-03
-2.56953000E+00  -3.44664000E-01   2.88918000E+02   9.63821000E-03
-1.70623000E+00  -1.50011000E-01   2.89043000E+02   9.63750000E-03
-1.83798000E+00   2.64677000E-01   2.89018000E+02   9.63590000E-03
-2.46458000E+00   3.18118000E-02   2.89253000E+02   9.64545000E-03
-2.94688000E+00  -3.52337000E-01   2.89057000E+02   9.63691000E-03
-2.66300000E+00  -4.75888000E-01   2.89183000E+02   9.64295000E-03
-2.56437000E+00  -5.83623000E-01   2.89604000E+02   9.65031000E-03
-2.09372000E+00   6.61203000E-01   2.89041000E+02   9.63608000E-03
-2.67061000E+00  -2.06560000E-01   2.89605000E+02   9.64889000E-03
-3.02490000E+00   7.81115000E-02   2.89780000E+02   9.65873000E-03
-2.44911000E+00   1.87603000E-01   2.89703000E+02   9.65405000E-03
-2.37776000E+00   9.01484000E-02   2.89018000E+02   9.63098000E-03
-3.18808000E+00   3.89878000E-01   2.89491000E+02   9.64432000E-03
-2.19989000E+00   1.99967000E-01   2.89256000E+02   9.63174000E-03
-2.54345000E+00  -2.25703000E-01   2.88915000E+02   9.62173000E-03
-3.25354000E+00   5.02946000E-02   2.89215000E+02   9.63368000E-03
-2.97768000E+00  -1.98809000E-01   2.89625000E+02   9.64942000E-03
-2.05800000E+00   1.88212000E-01   2.88797000E+02   9.61839000E-03
-2.64488000E+00   1.57452000E-02   2.89427000E+02   9.64509000E-03
-2.49953000E+00  -1.23223000E-01   2.89208000E+02   9.63193000E-03
-2.79647000E+00  -2.37780000E-01   2.89349000E+02   9.63980000E-03
-2.68751000E+00  -1.96687000E-02   2.89208000E+02   9.63754000E-03
-2.79812000E+00  -1.51687000E-01   2.89247000E+02   9.64483000E-03
-3.07443000E+00   9.06604000E-02   2.89289000E+02   9.64202000E-03
-2.17633000E+00   4.46323000E-01   2.89339000E+02   9.64327000E-03
-3.07112000E+00  -8.03182000E-02   2.89564000E+02   9.64093000E-03
-2.82646000E+00  -2.36259000E-01   2.89541000E+02   9.63783000E-03
-2.61293000E+00   1.28070000E-01   2.88929000E+02   9.62303000E-03
-3.14959000E+00  -4.54830000E-01   2.89303000E+02   9.63993000E-03
-2.45055000E+00   2.98869000E-01   2.89211000E+02   9.62481000E-03
-2.27959000E+00   1.95356000E-02   2.89159000E+02   9.63369000E-03
-3.27452000E+00  -2.20756000E-01   2.89303000E+02   9.63424000E-03
-2.44696000E+00   2.26895000E-02   2.89159000E+02   9.62822000E-03
-3.12221000E+00   1.84488000E-01   2.89332000E+02   9.63552000E-03
-3.05505000E+00  -3.19567000E-01   2.89092000E+02   9.63197000E-03
-2.27206000E+00   5.83590000E-01   2.89119000E+02   9.62826000E-03
-3.20279000E+00   3.96496000E-01   2.89573000E+02   9.64674000E-03
-3.18123000E+00   4.49494000E-01   2.89083000E+02   9.62910000E-03
-2.83736000E+00   1.05098000E-01   2.89459000E+02   9.64770000E-03
-2.12752000E+00  -5.65585000E-01   2.88774000E+02   9.61888000E-03
-2.26701000E+00   7.71573000E-01   2.88911000E+02   9.63288000E-03
-2.77338000E+00  -1.74133000E-01   2.89297000E+02   9.63463000E-03
-2.45490000E+00  -1.25068000E-01   2.89080000E+02   9.62594000E-03
-2.53546000E+00   5.34183000E-01   2.88851000E+02   9.61384000E-03
-2.54623000E+00  -6.55360000E-01   2.89151000E+02   9.62087000E-03
-2.25629000E+00   1.67566000E-01   2.88900000E+02   9.61537000E-03
-2.17870000E+00  -1.40286000E-02   2.88602000E+02   9.60279000E-03
-2.70285000E+00  -9.15606000E-02   2.89380000E+02   9.63181000E-03
-2.84658000E+00  -7.28563000E-02   2.89310000E+02   9.62359000E-03
-2.69630000E+00   3.09510000E-01   2.88986000E+02   9.62071000E-03
-2.96340000E+00   1.43614000E-01   2.89521000E+02   9.63890000E-03
-3.14203000E+00   3.82819000E-01   2.89233000E+02   9.62440000E-03
-3.37121000E+00  -1.83171000E-01   2.89050000E+02   9.61682000E-03
-2.64619000E+00   3.22222000E-01   2.89448000E+02   9.62881000E-03
-2.89150000E+00   1.25141000E-01   2.89327000E+02   9.63104000E-03
-2.17667000E+00   2.28134000E-03   2.88775000E+02   9.60908000E-03
-2.19615000E+00   8.45231000E-01   2.89110000E+02   9.61327000E-03
-2.70361000E+00   1.71196000E-01   2.89346000E+02   9.62087000E-03
-2.09209000E+00   2.25311000E-01   2.88695000E+02   9.61583000E-03
-1.96174000E+00   2.72692000E-02   2.89000000E+02   9.61895000E-03
-2.10459000E+00  -3.70809000E-01   2.89057000E+02   9.62180000E-03
-2.71979000E+00   1.33170000E-01   2.89479000E+02   9.63005000E-03
-2.62021000E+00   1.80012000E-01   2.89556000E+02   9.63844000E-03
-2.79398000E+00   5.71923000E-02   2.89412000E+02   9.61946000E-03
-3.32969000E+00   8.87596000E-03   2.89528000E+02   9.62511000E-03
-3.34233000E+00   3.68224000E-01   2.89650000E+02   9.63716000E-03
-2.66867000E+00   3.80784000E-01   2.89181000E+02   9.62076000E-03
-1.92478000E+00   1.45090000E-01   2.88738000E+02   9.60196000E-03
-2.32244000E+00  -4.64397000E-01   2.88955000E+02   9.61215000E-03
-2.57253000E+00  -2.13503000E-01   2.88683000E+02   9.59703000E-03
-2.33062000E+00   1.42476000E-01   2.88914000E+02   9.60898000E-03
-2.76973000E+00   3.37399000E-01   2.89282000E+02   9.62693000E-03
-1.91796000E+00   7.70730000E-02   2.89118000E+02   9.62261000E-03
-2.61056000E+00  -2.43699000E-01   2.89056000E+02   9.61949000E-03
-2.85077000E+00   3.08093000E-01   2.89133000E+02   9.61329000E-03
-2.58546000E+00   5.57155000E-01   2.88662000E+02   9.60164000E-03
-2.80754000E+00   1.01874000E-02   2.88854000E+02   9.60516000E-03
-2.88914000E+00   3.50467000E-01   2.89463000E+02   9.62182000E-03
-2.55509000E+00   5.62608000E-01   2.89201000E+02   9.62019000E-03
-2.89394000E+00   2.67042000E-01   2.89097000E+02   9.61029000E-03
-2.58622000E+00   8.76467000E-01   2.89195000E+02   9.61801000E-03
-2.49055000E+00   4.96116000E-02   2.88936000E+02   9.61306000E-03
-3.14466000E+00  -2.90509000E-01   2.89231000E+02   9.62191000E-03
-2.31012000E+00  -5.43451000E-02   2.88935000E+02   9.60600000E-03
-2.66852000E+00  -3.30386000E-01   2.89208000E+02   9.61962000E-03
-2.68445000E+00   2.01981000E-01   2.89411000E+02   9.62239000E-03
-2.98919000E+00  -3.66461000E-01   2.89346000E+02   9.62109000E-03
-2.22184000E+00  -3.95621000E-01   2.88851000E+02   9.59617000E-03
-2.50082000E+00   2.61869000E-01   2.89278000E+02   9.61190000E-03
-2.47335000E+00  -2.57682000E-02   2.89213000E+02   9.62471000E-03
-2.80560000E+00   3.60988000E-01   2.89280000E+02   9.61733000E-03
-2.21869000E+00  -2.72295000E-02   2.88716000E+02   9.59886000E-03
-2.68493000E+00   4.59027000E-01   2.89341000E+02   9.61749000E-03
